,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
4 Aug 2022,4.4560,5.4198,4.5407,3.3177,4.6364,3.1067,3.4674,3.2299,56.7658
5 Aug 2022,4.4540,5.4085,4.5529,3.3466,4.6595,3.0960,3.4570,3.2360,56.7381
8 Aug 2022,4.4580,5.3866,4.5423,3.2990,4.6510,3.1023,3.4529,3.2304,56.7905
9 Aug 2022,4.4540,5.3960,4.5600,3.3015,4.6781,3.1098,3.4651,3.2325,56.7403
10 Aug 2022,4.4550,5.3879,4.5535,3.3000,4.6801,3.1074,3.4618,3.2341,56.7733
11 Aug 2022,4.4430,5.4387,4.5936,3.3527,4.7301,3.1572,3.4817,3.2454,56.6254
12 Aug 2022,4.4425,5.4096,4.5767,3.3335,4.7205,3.1617,3.4821,3.2420,56.6898
15 Aug 2022,4.4570,5.3809,4.5488,3.3416,4.7119,3.1391,3.4620,3.2379,56.8778
16 Aug 2022,4.4640,5.3729,4.5261,3.3326,4.7044,3.1288,3.4589,3.2345,56.9177
17 Aug 2022,4.4660,5.4048,4.5428,3.3123,4.6951,3.1119,3.4677,3.2330,56.9512
18 Aug 2022,4.4720,5.3874,4.5458,3.3072,4.6891,3.1018,3.4643,3.2347,57.0088
19 Aug 2022,4.4740,5.3214,4.5134,3.2777,4.6736,3.0897,3.4479,3.2236,57.0212
22 Aug 2022,4.4830,5.2949,4.4884,3.2735,4.6737,3.0964,3.4493,3.2141,57.1389
23 Aug 2022,4.4870,5.2834,4.4565,3.2699,4.6425,3.0884,3.4462,3.2140,57.1804
24 Aug 2022,4.4840,5.2992,4.4589,3.2855,4.6592,3.1034,3.4585,3.2171,57.1501
25 Aug 2022,4.4710,5.2950,4.4741,3.2759,4.6452,3.1230,3.4656,3.2182,56.9895
26 Aug 2022,4.4670,5.2706,4.4612,3.2623,4.6290,3.1104,3.4489,3.2125,56.9262
29 Aug 2022,4.4880,5.2312,4.4593,3.2355,4.6292,3.0743,3.4317,3.2066,57.1851
30 Aug 2022,4.4770,5.2542,4.4877,3.2372,4.6150,3.1115,3.4500,3.2079,57.0427
1 Sep 2022,4.4800,5.1950,4.4957,3.2177,4.5892,3.0589,3.3952,3.2021,57.0839
2 Sep 2022,4.4820,5.1785,4.4686,3.1934,4.5725,3.0487,3.4107,3.1946,57.1014
5 Sep 2022,4.4910,5.1593,4.4501,3.1953,4.5654,3.0427,3.4111,3.1928,57.2160
6 Sep 2022,4.4980,5.2051,4.4787,3.1741,4.5879,3.0451,3.4278,3.2021,57.3037
7 Sep 2022,4.4980,5.1700,4.4548,3.1221,4.5763,3.0240,3.4135,3.1955,57.3001
8 Sep 2022,4.4990,5.1712,4.4963,3.1230,4.6110,3.0287,3.4249,3.1999,57.3128
9 Sep 2022,4.4950,5.2268,4.5426,3.1659,4.6960,3.0881,3.4593,3.2185,57.2699
12 Sep 2022,4.5010,5.2617,4.5861,3.1542,4.7146,3.0976,3.4668,3.2254,57.3471
13 Sep 2022,4.5060,5.2779,4.5749,3.1674,4.7372,3.1073,3.4723,3.2308,57.4144
14 Sep 2022,4.5250,5.2200,4.5205,3.1564,4.7091,3.0435,3.4366,3.2229,57.6514
15 Sep 2022,4.5330,5.2247,4.5294,3.1602,4.7175,3.0607,3.4445,3.2245,57.7607
19 Sep 2022,4.5480,5.1683,4.5375,3.1698,4.7022,3.0362,3.4142,3.2237,57.9400
20 Sep 2022,4.5560,5.2075,4.5596,3.1709,4.7154,3.0562,3.4292,3.2319,58.0441
21 Sep 2022,4.5500,5.1542,4.5045,3.1648,4.7165,3.0321,3.3986,3.2180,57.9625
22 Sep 2022,4.5650,5.1694,4.5093,3.2125,4.6849,3.0357,3.3953,3.2202,58.1588
23 Sep 2022,4.5760,5.1128,4.4625,3.2027,4.6608,3.0115,3.3816,3.2124,58.2930
26 Sep 2022,4.5990,4.9448,4.4532,3.1971,4.6667,2.9985,3.3834,3.2076,58.5875
27 Sep 2022,4.6090,4.9796,4.4348,3.1918,4.6697,2.9894,3.3647,3.2105,58.7149
28 Sep 2022,4.6250,4.9432,4.4197,3.1956,4.6553,2.9540,3.3527,3.1943,58.9194
29 Sep 2022,4.6450,5.0152,4.4889,3.2085,4.7253,2.9970,3.3816,3.2190,59.1720
30 Sep 2022,4.6320,5.1948,4.5546,3.2106,4.7420,3.0168,3.3889,3.2369,59.0079
3 Oct 2022,4.6450,5.2061,4.5563,3.2021,4.6995,2.9951,3.3774,3.2381,59.1720
4 Oct 2022,4.6430,5.2828,4.5845,3.2076,4.6994,3.0180,3.4100,3.2462,59.1465
5 Oct 2022,4.6270,5.2845,4.6020,3.2047,4.7142,2.9978,3.4105,3.2527,58.9442
6 Oct 2022,4.6350,5.2315,4.5822,3.2038,4.7185,3.0030,3.3936,3.2524,59.0446
7 Oct 2022,4.6470,5.2009,4.5541,3.2079,4.6911,2.9815,3.3853,3.2524,59.1975
11 Oct 2022,4.6710,5.1591,4.5341,3.2055,4.6705,2.9273,3.3752,3.2433,59.5039
12 Oct 2022,4.6800,5.1648,4.5405,3.1989,4.6993,2.9292,3.3928,3.2552,59.6178
13 Oct 2022,4.6900,5.2064,4.5540,3.1940,4.6956,2.9463,3.3966,3.2685,59.7475
14 Oct 2022,4.7020,5.3010,4.5835,3.1837,4.6973,2.9599,3.4100,3.3013,59.8981
17 Oct 2022,4.7150,5.3119,4.5910,3.1702,4.7014,2.9422,3.4093,3.3034,60.0645
18 Oct 2022,4.7130,5.3214,4.6315,3.1572,4.7272,2.9588,3.4266,3.3167,60.0413
19 Oct 2022,4.7220,5.3184,4.6346,3.1598,4.7215,2.9725,3.4294,3.3169,60.1544
20 Oct 2022,4.7275,5.2877,4.6244,3.1527,4.6974,2.9660,3.4342,3.3150,60.2275
21 Oct 2022,4.7360,5.2707,4.6195,3.1377,4.6896,2.9609,3.4259,3.3137,60.3343
25 Oct 2022,4.7330,5.3573,4.6644,3.1789,4.7184,2.9913,3.4492,3.3219,60.2945
26 Oct 2022,4.7160,5.4696,4.7339,3.2079,4.7791,3.0612,3.4879,3.3537,60.0757
27 Oct 2022,4.7130,5.4614,4.7408,3.2290,4.7698,3.0479,3.4705,3.3497,60.0535
28 Oct 2022,4.7200,5.4412,4.6936,3.2011,4.7432,3.0284,3.4688,3.3395,60.1373
31 Oct 2022,4.7260,5.4566,4.6887,3.1874,4.7232,3.0218,3.4628,3.3411,60.2069
1 Nov 2022,4.7330,5.4553,4.6956,3.2075,4.7582,3.0414,3.4914,3.3525,60.2999
2 Nov 2022,4.7360,5.4507,4.6877,3.2178,4.7469,3.0424,3.4839,3.3548,60.3320
3 Nov 2022,4.7410,5.3365,4.6296,3.2006,4.6885,2.9925,3.4462,3.3366,60.3980
4 Nov 2022,4.7460,5.3250,4.6378,3.2128,4.6934,3.0137,3.4759,3.3507,60.4586
7 Nov 2022,4.7430,5.4175,4.7368,3.2289,4.7788,3.0630,3.5165,3.3756,60.4212
8 Nov 2022,4.7340,5.4223,4.7250,3.2292,4.7794,3.0582,3.5041,3.3708,60.3057
9 Nov 2022,4.6800,5.4026,4.7123,3.2185,4.7566,3.0471,3.4868,3.3493,59.6194
10 Nov 2022,4.6970,5.3471,4.6928,3.2110,4.7637,3.0070,3.4705,3.3497,59.8367
11 Nov 2022,4.6200,5.4354,4.7438,3.2852,4.8055,3.0829,3.4760,3.3539,58.9203
14 Nov 2022,4.5900,5.4263,4.7470,3.2830,4.8680,3.0767,3.4602,3.3443,58.5586
15 Nov 2022,4.5430,5.3780,4.7274,3.2564,4.8330,3.0638,3.4253,3.3219,58.0605
16 Nov 2022,4.5430,5.3980,4.7265,3.2529,4.8202,3.0729,3.4261,3.3187,58.0679
17 Nov 2022,4.5450,5.4195,4.7195,3.2595,4.8055,3.0529,3.4073,3.3124,58.0823
21 Nov 2022,4.5700,5.3995,4.6856,3.2375,4.7768,3.0295,3.4044,3.3121,58.5245
22 Nov 2022,4.5680,5.4053,4.6913,3.2235,4.7723,3.0277,3.4044,3.3101,58.4539
23 Nov 2022,4.5720,5.4357,4.7146,3.2352,4.8005,3.0413,3.4170,3.3063,58.4842
24 Nov 2022,4.4900,5.4176,4.6718,3.2316,4.7553,3.0263,3.3615,3.2643,57.4904
25 Nov 2022,4.4705,5.4129,4.6592,3.2197,4.7372,3.0154,3.3487,3.2548,57.2444
29 Nov 2022,4.5050,5.4281,4.6766,3.2621,4.7451,3.0350,3.3572,3.2828,57.6736
30 Nov 2022,4.4400,5.3218,4.6029,3.2028,4.6688,2.9823,3.2770,3.2437,56.9078
1 Dec 2022,4.4100,5.3458,4.6049,3.2353,4.6756,3.0054,3.2876,3.2486,56.6561
2 Dec 2022,4.3800,5.3791,4.6139,3.2738,4.6845,2.9885,3.2592,3.2444,56.2823
5 Dec 2022,4.3600,5.3567,4.6015,3.2229,4.6636,2.9665,3.2462,3.2323,56.1219
6 Dec 2022,4.3910,5.3482,4.6062,3.2128,4.6520,2.9486,3.2254,3.2351,56.4737
7 Dec 2022,4.3930,5.3379,4.6012,3.1956,4.6615,2.9389,3.2136,3.2323,56.3581
8 Dec 2022,4.3990,5.3589,4.6299,3.2156,4.6773,2.9570,3.2156,3.2431,56.4909
9 Dec 2022,4.4000,5.3847,4.6460,3.2291,4.7074,2.9735,3.2268,3.2535,56.4747
12 Dec 2022,4.4120,5.4069,4.6516,3.2235,4.7223,2.9878,3.2282,3.2587,56.7810
13 Dec 2022,4.4260,5.4289,4.6677,3.2152,4.7251,2.9946,3.2499,3.2647,56.9253
14 Dec 2022,4.3910,5.4312,4.6716,3.2447,4.7312,3.0149,3.2406,3.2569,56.4672
15 Dec 2022,4.4090,5.4301,4.6819,3.2307,4.7449,2.9902,3.2476,3.2551,56.7089
16 Dec 2022,4.4180,5.3758,4.7069,3.2274,4.7633,2.9565,3.2338,3.2562,56.7582
19 Dec 2022,4.4220,5.3984,4.7055,3.2543,4.7584,2.9716,3.2415,3.2654,56.8212
20 Dec 2022,4.4280,5.3942,4.7083,3.3474,4.7829,2.9641,3.2482,3.2764,56.8713
21 Dec 2022,4.4320,5.3849,4.7125,3.3683,4.7882,2.9584,3.2550,3.2815,56.8577
22 Dec 2022,4.4250,5.3604,4.7055,3.3518,4.7890,2.9878,3.2573,3.2824,56.7766
23 Dec 2022,4.4200,5.3265,4.6865,3.3328,4.7486,2.9570,3.2467,3.2748,56.6623
27 Dec 2022,4.4200,5.3354,4.7073,3.3208,4.7512,2.9879,3.2644,3.2850,56.6471
28 Dec 2022,4.4150,5.3064,4.6949,3.2926,4.7478,2.9859,3.2622,3.2726,56.6607
29 Dec 2022,4.4200,5.3208,4.6985,3.3076,4.7727,2.9742,3.2490,3.2772,56.6950
30 Dec 2022,4.3850,5.2857,4.6784,3.3288,4.7431,2.9805,3.2393,3.2697,56.2331
3 Jan 2023,4.4000,5.2417,4.6424,3.3644,4.7054,2.9528,3.2315,3.2706,56.2998
4 Jan 2023,4.3980,5.2965,4.6680,3.3691,4.7418,3.0214,3.2443,3.2826,56.2541
5 Jan 2023,4.3870,5.2736,4.6581,3.3079,4.7304,2.9919,3.2470,3.2727,56.1536
6 Jan 2023,4.4000,5.2294,4.6270,3.2748,4.6848,2.9704,3.2351,3.2668,56.3200
9 Jan 2023,4.3730,5.3158,4.6739,3.3086,4.7388,3.0287,3.2620,3.2838,56.0102
10 Jan 2023,4.3700,5.3165,4.6921,3.3146,4.7490,3.0166,3.2627,3.2840,55.9604
11 Jan 2023,4.3710,5.3003,4.6896,3.2939,4.7356,3.0138,3.2539,3.2798,55.9445
12 Jan 2023,4.3620,5.2955,4.6874,3.3121,4.6682,3.0072,3.2451,3.2763,55.8343
13 Jan 2023,4.3320,5.2993,4.7020,3.3751,4.6661,3.0246,3.2479,3.2791,55.4553
16 Jan 2023,4.3180,5.2572,4.6643,3.3546,4.6520,2.9984,3.2176,3.2670,55.2860
17 Jan 2023,4.3230,5.2784,4.6801,3.3645,4.6786,3.0075,3.2218,3.2688,55.2813
18 Jan 2023,4.3170,5.3255,4.6805,3.3290,4.7155,3.0292,3.2284,3.2729,55.1538
19 Jan 2023,4.3020,5.3039,4.6530,3.3554,4.6934,2.9645,3.1834,3.2495,54.9460
20 Jan 2023,4.2830,5.2904,4.6423,3.3140,4.6605,2.9707,3.1801,3.2383,54.6838
25 Jan 2023,4.2610,5.2466,4.6338,3.2706,4.6110,3.0240,3.1875,3.2391,54.3918
26 Jan 2023,4.2450,5.2600,4.6304,3.2692,4.6217,3.0165,3.1679,3.2370,54.2000
27 Jan 2023,4.2400,5.2495,4.6165,3.2633,4.6032,3.0138,3.1810,3.2283,54.1500
30 Jan 2023,4.2440,5.2498,4.6179,3.2611,4.6035,3.0018,3.1797,3.2289,54.1644
31 Jan 2023,4.2600,5.2436,4.6017,3.2671,4.5851,2.9833,3.1661,3.2327,54.3527
2 Feb 2023,4.2420,5.2469,4.6679,3.2907,4.6682,3.0292,3.1948,3.2493,54.0809
3 Feb 2023,4.2630,5.1987,4.6479,3.3113,4.6509,3.0050,3.1892,3.2482,54.3313
7 Feb 2023,4.3050,5.1750,4.6132,3.2633,4.6415,2.9842,3.2072,3.2444,54.8519
8 Feb 2023,4.2960,5.1917,4.6186,3.2834,4.6752,2.9990,3.2136,3.2454,54.7289
9 Feb 2023,4.3110,5.2267,4.6348,3.2913,4.6925,3.0074,3.2152,3.2583,54.9186
10 Feb 2023,4.3290,5.2511,4.6493,3.3211,4.6957,3.0095,3.2248,3.2657,55.1472
13 Feb 2023,4.3550,5.2452,4.6481,3.2878,4.7076,3.0167,3.2602,3.2688,55.4777
14 Feb 2023,4.3480,5.2933,4.6728,3.2934,4.7441,3.0266,3.2591,3.2768,55.3885
15 Feb 2023,4.3920,5.3143,4.7095,3.2911,4.7522,3.0340,3.2791,3.2916,55.9597
16 Feb 2023,4.4040,5.3064,4.7145,3.2905,4.7729,3.0480,3.2915,3.3009,56.1055
17 Feb 2023,4.4300,5.2845,4.7140,3.2839,4.7558,3.0261,3.2778,3.3060,56.4533
20 Feb 2023,4.4280,5.3256,4.7335,3.2981,4.7948,3.0562,3.2893,3.3144,56.5142
21 Feb 2023,4.4305,5.3184,4.7225,3.2887,4.7840,3.0455,3.2850,3.3091,56.4841
22 Feb 2023,4.4390,5.3596,4.7244,3.2894,4.7829,3.0234,3.2750,3.3107,56.5788
23 Feb 2023,4.4320,5.3348,4.6997,3.2854,4.7523,3.0231,3.2745,3.3013,56.4960
24 Feb 2023,4.4330,5.3294,4.6937,3.2815,4.7381,3.0073,3.2660,3.2954,56.4864
27 Feb 2023,4.4750,5.3481,4.7225,3.2827,4.7495,3.0059,3.2909,3.3141,57.0282
28 Feb 2023,4.4860,5.4200,4.7619,3.2804,4.7851,3.0141,3.3012,3.3262,57.1516
1 Mar 2023,4.4690,5.3986,4.7577,3.2882,4.7644,3.0251,3.2860,3.3299,56.9299
2 Mar 2023,4.4750,5.3651,4.7601,3.2830,4.7510,3.0175,3.2885,3.3222,57.0078
3 Mar 2023,4.4730,5.3569,4.7499,3.2781,4.7712,3.0224,3.2977,3.3215,56.9823
6 Mar 2023,4.4700,5.3774,4.7565,3.2887,4.7838,3.0128,3.2887,3.3229,56.9420
7 Mar 2023,4.4700,5.3765,4.7708,3.2945,4.8008,2.9873,3.2798,3.3229,56.9427
8 Mar 2023,4.5230,5.3534,4.7650,3.2871,4.7979,2.9825,3.2863,3.3385,57.6164
9 Mar 2023,4.5200,5.3625,4.7704,3.3138,4.8116,2.9877,3.2761,3.3405,57.5796
10 Mar 2023,4.5180,5.3922,4.7850,3.3067,4.8534,2.9701,3.2595,3.3306,57.5549
13 Mar 2023,4.4820,5.4223,4.7989,3.3493,4.8941,2.9846,3.2618,3.3306,57.1101
14 Mar 2023,4.4780,5.4470,4.7941,3.3395,4.9079,2.9828,3.2622,3.3227,57.0678
15 Mar 2023,4.4790,5.4451,4.8060,3.3252,4.8919,2.9884,3.2703,3.3336,57.0566
16 Mar 2023,4.4990,5.4339,4.7739,3.3853,4.8564,2.9923,3.2734,3.3400,57.3194
17 Mar 2023,4.4820,5.4403,4.7738,3.3636,4.8433,3.0029,3.2713,3.3368,57.0977
20 Mar 2023,4.4840,5.4754,4.7799,3.4250,4.8277,2.9976,3.2687,3.3408,57.1480
21 Mar 2023,4.4730,5.4709,4.7986,3.3835,4.8185,2.9857,3.2697,3.3423,57.0230
22 Mar 2023,4.4630,5.4774,4.8107,3.3680,4.8374,2.9853,3.2551,3.3418,56.8796
23 Mar 2023,4.4160,5.4405,4.8126,3.3651,4.8310,2.9729,3.2302,3.3288,56.2562
24 Mar 2023,4.4230,5.4133,4.7671,3.4002,4.8197,2.9484,3.2156,3.3231,56.3468
27 Mar 2023,4.4240,5.4243,4.7624,3.3753,4.8276,2.9411,3.2231,3.3203,56.3574
28 Mar 2023,4.4020,5.4118,4.7586,3.3583,4.7983,2.9361,3.2171,3.3115,56.0771
29 Mar 2023,4.4170,5.4435,4.7845,3.3462,4.8006,2.9444,3.2456,3.3213,56.2682
30 Mar 2023,4.4175,5.4569,4.8036,3.3322,4.8210,2.9633,3.2630,3.3272,56.2739
31 Mar 2023,4.4140,5.4570,4.8060,3.3069,4.8177,2.9503,3.2556,3.3185,56.2293
3 Apr 2023,4.4190,5.4491,4.7911,3.3114,4.8148,2.9598,3.2750,3.3168,56.2930
4 Apr 2023,4.4040,5.4936,4.8070,3.3133,4.8295,2.9701,3.2804,3.3188,56.1026
5 Apr 2023,4.3960,5.4888,4.8132,3.3437,4.8580,2.9444,3.2626,3.3162,56.0007
6 Apr 2023,4.4000,5.4850,4.7951,3.3473,4.8635,2.9467,3.2636,3.3098,56.0510
7 Apr 2023,4.4000,5.4727,4.8022,3.3376,4.8667,2.9370,3.2566,3.3070,56.0502
10 Apr 2023,4.4060,5.4758,4.8069,3.3356,4.8653,2.9379,3.2639,3.3140,56.1274
11 Apr 2023,4.4140,5.4879,4.8135,3.3161,4.8811,2.9437,3.2694,3.3141,56.2279
12 Apr 2023,4.4100,5.4759,4.8170,3.2952,4.8832,2.9366,3.2742,3.3103,56.1783
13 Apr 2023,4.4000,5.5084,4.8457,3.3036,4.9338,2.9577,3.2821,3.3190,56.0517
14 Apr 2023,4.4000,5.5009,4.8655,3.3208,4.9527,2.9762,3.3008,3.3183,56.0510
17 Apr 2023,4.4190,5.4690,4.8446,3.2983,4.9363,2.9594,3.3059,3.3163,56.2937
18 Apr 2023,4.4330,5.5138,4.8674,3.3045,4.9475,2.9861,3.3161,3.3291,56.4721
19 Apr 2023,4.4340,5.5137,4.8570,3.2861,4.9349,2.9730,3.3028,3.3181,56.4862
20 Apr 2023,4.4330,5.5151,4.8630,3.2915,4.9475,2.9741,3.2898,3.3218,56.4721
25 Apr 2023,4.4470,5.5463,4.9086,3.3154,5.0152,2.9630,3.2776,3.3296,56.6504
26 Apr 2023,4.4550,5.5594,4.9188,3.3358,5.0056,2.9416,3.2692,3.3368,56.7523
27 Apr 2023,4.4570,5.5574,4.9250,3.3286,4.9938,2.9492,3.2700,3.3371,56.7771
28 Apr 2023,4.4560,5.5495,4.8971,3.2852,4.9743,2.9329,3.2614,3.3323,56.7651
2 May 2023,4.4600,5.5612,4.8944,3.2432,4.9649,2.9860,3.2869,3.3396,56.8153
3 May 2023,4.4500,5.5705,4.9119,3.2795,5.0113,2.9641,3.2665,3.3403,56.6879
5 May 2023,4.4350,5.5908,4.8900,3.3058,4.9714,2.9839,3.2847,3.3467,56.5062
8 May 2023,4.4350,5.6041,4.8945,3.2859,4.9904,3.0091,3.3211,3.3479,56.5091
9 May 2023,4.4370,5.5946,4.8705,3.2852,4.9725,2.9981,3.3166,3.3439,56.5417
10 May 2023,4.4550,5.6222,4.8782,3.2932,5.0017,3.0080,3.3256,3.3539,56.8704
11 May 2023,4.4610,5.6128,4.8745,3.3089,4.9838,3.0036,3.3264,3.3569,56.9179
12 May 2023,4.4730,5.6047,4.8809,3.3187,5.0157,2.9929,3.3151,3.3541,57.0368
15 May 2023,4.4970,5.6154,4.8864,3.3039,5.0117,3.0058,3.3264,3.3610,57.3670
16 May 2023,4.4970,5.6302,4.8972,3.3098,5.0358,3.0076,3.3415,3.3658,57.3817
17 May 2023,4.5220,5.6186,4.8964,3.2993,5.0217,3.0017,3.3472,3.3648,57.7604
18 May 2023,4.5330,5.6377,4.9029,3.2900,5.0339,3.0063,3.3633,3.3698,57.8957
19 May 2023,4.5340,5.6253,4.8904,3.2810,5.0199,3.0151,3.3640,3.3682,58.0181
22 May 2023,4.5450,5.6540,4.9131,3.2973,5.0731,3.0179,3.3677,3.3787,58.1105
23 May 2023,4.5685,5.6691,4.9344,3.3024,5.0795,3.0280,3.3758,3.3964,58.3238
24 May 2023,4.5880,5.6983,4.9440,3.3107,5.0853,3.0184,3.3882,3.4068,58.5824
25 May 2023,4.6210,5.7143,4.9542,3.3125,5.1004,3.0180,3.3983,3.4166,58.9887
26 May 2023,4.6040,5.6864,4.9406,3.2956,5.0929,3.0027,3.3781,3.4043,58.7725
29 May 2023,4.6030,5.6829,4.9363,3.2799,5.0952,3.0113,3.3863,3.4021,58.7875
30 May 2023,4.6050,5.6991,4.9292,3.2853,5.0895,3.0117,3.3890,3.4025,58.7995
31 May 2023,4.6190,5.7049,4.9234,3.3002,5.0675,2.9917,3.3849,3.4084,58.9609
1 Jun 2023,4.6130,5.7344,4.9290,3.2997,5.0676,3.0003,3.3972,3.4082,58.8851
2 Jun 2023,4.5800,5.7410,4.9345,3.2990,5.0636,3.0356,3.4151,3.4070,58.4482
6 Jun 2023,4.6020,5.7157,4.9228,3.3056,5.0783,3.0631,3.4279,3.4112,58.6795
7 Jun 2023,4.6020,5.7249,4.9200,3.3018,5.0772,3.0787,3.4369,3.4145,58.6937
8 Jun 2023,4.6170,5.7602,4.9517,3.3040,5.0809,3.0874,3.4615,3.4284,58.9136
9 Jun 2023,4.6100,5.7814,4.9617,3.3004,5.1188,3.0956,3.4566,3.4313,58.7928
12 Jun 2023,4.6140,5.8086,4.9716,3.3144,5.1119,3.1241,3.4645,3.4394,58.8768
13 Jun 2023,4.6150,5.7983,4.9865,3.3071,5.1000,3.1280,3.4559,3.4417,58.9084
14 Jun 2023,4.6170,5.8331,4.9868,3.2981,5.1050,3.1312,3.4735,3.4404,58.9610
15 Jun 2023,4.6300,5.8616,5.0148,3.2769,5.1251,3.1512,3.4736,3.4478,59.1542
16 Jun 2023,4.6110,5.8993,5.0486,3.2691,5.1745,3.1742,3.4871,3.4488,58.9167
19 Jun 2023,4.6240,5.9261,5.0526,3.2586,5.1671,3.1744,3.5038,3.4505,59.1622
20 Jun 2023,4.6350,5.9245,5.0693,3.2745,5.1666,3.1476,3.5061,3.4541,59.2514
21 Jun 2023,4.6400,5.9012,5.0683,3.2667,5.1734,3.1366,3.5056,3.4516,59.2850
22 Jun 2023,4.6480,5.9374,5.1091,3.2735,5.1979,3.1546,3.5349,3.4643,59.3592
23 Jun 2023,4.6740,5.9360,5.0704,3.2667,5.1899,3.1250,3.5388,3.4553,59.6973
26 Jun 2023,4.6730,5.9515,5.0894,3.2642,5.2195,3.1164,3.5482,3.4538,59.7028
27 Jun 2023,4.6620,5.9375,5.0993,3.2436,5.2089,3.1175,3.5479,3.4541,59.5182
28 Jun 2023,4.6690,5.9348,5.1135,3.2399,5.2179,3.0974,3.5307,3.4542,59.6060
30 Jun 2023,4.6610,5.8789,5.0511,3.2223,5.1714,3.0833,3.5148,3.4345,59.4819
3 Jul 2023,4.6690,5.9152,5.0822,3.2256,5.1930,3.1072,3.5187,3.4529,59.5977
4 Jul 2023,4.6500,5.9027,5.0652,3.2202,5.1897,3.1057,3.5126,3.4455,59.3779
5 Jul 2023,4.6500,5.9102,5.0620,3.2207,5.1770,3.1020,3.5028,3.4391,59.4333
6 Jul 2023,4.6600,5.9224,5.0617,3.2357,5.1905,3.1073,3.5040,3.4465,59.6182
7 Jul 2023,4.6630,5.9379,5.0719,3.2613,5.2042,3.0958,3.4858,3.4510,59.5652
10 Jul 2023,4.6670,5.9817,5.1169,3.2792,5.2468,3.1008,3.5138,3.4617,59.6132
11 Jul 2023,4.6610,6.0052,5.1280,3.3160,5.2828,3.1066,3.5101,3.4714,59.5419
12 Jul 2023,4.6480,6.0103,5.1226,3.3293,5.2920,3.1072,3.5177,3.4725,59.3683
13 Jul 2023,4.5920,5.9889,5.1247,3.3182,5.3191,3.1428,3.4891,3.4625,58.6965
14 Jul 2023,4.5270,5.9399,5.0838,3.2728,5.2781,3.1110,3.4499,3.4293,57.9130
17 Jul 2023,4.5350,5.9372,5.0955,3.2763,5.2776,3.0906,3.4296,3.4322,58.0383
18 Jul 2023,4.5370,5.9330,5.0982,3.2813,5.2780,3.0883,3.4332,3.4311,58.0625
20 Jul 2023,4.5470,5.8752,5.0963,3.2602,5.2971,3.1056,3.4644,3.4361,58.2016
21 Jul 2023,4.5590,5.8615,5.0723,3.2124,5.2608,3.0750,3.4590,3.4281,58.3253
24 Jul 2023,4.5760,5.8637,5.0652,3.2348,5.2719,3.0796,3.4664,3.4347,58.5713
25 Jul 2023,4.5580,5.8566,5.0425,3.2246,5.2493,3.0890,3.4622,3.4333,58.3514
26 Jul 2023,4.5500,5.8736,5.0391,3.2419,5.2748,3.0767,3.4475,3.4290,58.3057
27 Jul 2023,4.5180,5.8698,5.0317,3.2276,5.2774,3.0777,3.4316,3.4163,57.9216
28 Jul 2023,4.5520,5.8293,4.9894,3.2579,5.2244,3.0234,3.4373,3.4143,58.3709
31 Jul 2023,4.5000,5.7825,4.9658,3.1594,5.1688,3.0119,3.3998,3.3822,57.6760
1 Aug 2023,4.5150,5.7900,4.9548,3.1640,5.1600,2.9957,3.4060,3.3843,57.9255
2 Aug 2023,4.5370,5.8006,4.9825,3.1870,5.1715,2.9867,3.4077,3.3916,58.1771
3 Aug 2023,4.5570,5.7755,4.9776,3.1898,5.1938,2.9698,3.4061,3.3899,58.3886
4 Aug 2023,4.5510,5.7793,4.9783,3.1894,5.1851,2.9841,3.4039,3.3889,58.2849
7 Aug 2023,4.5570,5.7997,5.0004,3.2022,5.2032,2.9912,3.4046,3.3972,58.3707
8 Aug 2023,4.5800,5.8400,5.0302,3.2003,5.2403,2.9880,3.4121,3.4042,58.6533
9 Aug 2023,4.5680,5.8256,5.0166,3.1879,5.2206,2.9948,3.4039,3.3981,58.4293
10 Aug 2023,4.5700,5.8290,5.0348,3.1776,5.2318,2.9929,3.4079,3.3945,58.4683
11 Aug 2023,4.5800,5.8184,5.0366,3.1671,5.2235,2.9871,3.4060,3.3944,58.6015
14 Aug 2023,4.6100,5.8529,5.0461,3.1804,5.2560,2.9905,3.4270,3.4047,58.9763
15 Aug 2023,4.6350,5.8911,5.0647,3.1821,5.2911,3.0002,3.4372,3.4146,59.2484
16 Aug 2023,4.6270,5.9022,5.0555,3.1794,5.2693,2.9946,3.4317,3.4097,59.1008
17 Aug 2023,4.6470,5.9068,5.0518,3.1768,5.2831,2.9718,3.4343,3.4119,59.3585
18 Aug 2023,4.6450,5.9075,5.0477,3.1902,5.2748,2.9714,3.4293,3.4197,59.3095
21 Aug 2023,4.6500,5.9153,5.0611,3.1919,5.2811,2.9751,3.4363,3.4247,59.3400
22 Aug 2023,4.6460,5.9376,5.0683,3.1903,5.2928,2.9906,3.4331,3.4288,59.2829
23 Aug 2023,4.6520,5.8973,5.0321,3.1999,5.2828,2.9912,3.4327,3.4271,59.3322
24 Aug 2023,4.6430,5.8948,5.0423,3.1952,5.2785,2.9980,3.4309,3.4316,59.2076
25 Aug 2023,4.6400,5.8399,5.0042,3.1774,5.2382,2.9807,3.4163,3.4223,59.1550
28 Aug 2023,4.6520,5.8490,5.0237,3.1741,5.2601,2.9805,3.4198,3.4266,59.2914
