,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
27 Aug 2019,4.2050,5.1528,4.6730,3.9749,4.2899,2.8380,3.1755,3.0269,53.5983
28 Aug 2019,4.2110,5.1328,4.6687,3.9809,4.2895,2.8391,3.1645,3.0308,53.6666
29 Aug 2019,4.2150,5.1398,4.6677,3.9648,4.2857,2.8422,3.1732,3.0367,53.7285
30 Aug 2019,4.2130,5.1264,4.6499,3.9585,4.2607,2.8299,3.1665,3.0342,53.7153
3 Sep 2019,4.2200,5.0589,4.6201,3.9785,4.2570,2.8380,3.1608,3.0294,53.7998
4 Sep 2019,4.2010,5.1046,4.6236,3.9550,4.2594,2.8504,3.1532,3.0291,53.5944
5 Sep 2019,4.1910,5.1407,4.6248,3.9330,4.2639,2.8537,3.1750,3.0264,53.4594
6 Sep 2019,4.1770,5.1365,4.6102,3.9016,4.2235,2.8537,3.1627,3.0211,53.2815
10 Sep 2019,4.1720,5.1412,4.6046,3.8874,4.2073,2.8612,3.1642,3.0225,53.2014
11 Sep 2019,4.1780,5.1628,4.6058,3.8771,4.2036,2.8678,3.1762,3.0278,53.2895
12 Sep 2019,4.1670,5.1346,4.5945,3.8623,4.2061,2.8673,3.1592,3.0297,53.2225
13 Sep 2019,4.1640,5.1838,4.6183,3.8556,4.2150,2.8632,3.1479,3.0308,53.2175
17 Sep 2019,4.1810,5.1857,4.6045,3.8656,4.2058,2.8581,3.1550,3.0359,53.4395
18 Sep 2019,4.1820,5.2053,4.6173,3.8644,4.1996,2.8576,3.1508,3.0406,53.4188
19 Sep 2019,4.1910,5.2358,4.6344,3.8802,4.2269,2.8469,3.1542,3.0420,53.5208
20 Sep 2019,4.1750,5.2317,4.6117,3.8679,4.2116,2.8352,3.1445,3.0364,53.3008
23 Sep 2019,4.1770,5.1945,4.5851,3.8903,4.2196,2.8270,3.1411,3.0299,53.2794
24 Sep 2019,4.1790,5.1928,4.5936,3.8820,4.2178,2.8325,3.1535,3.0351,53.3015
25 Sep 2019,4.1880,5.2069,4.6072,3.9023,4.2492,2.8386,3.1579,3.0392,53.4252
26 Sep 2019,4.1940,5.1695,4.5874,3.8967,4.2206,2.8343,3.1650,3.0376,53.5031
27 Sep 2019,4.1860,5.1412,4.5724,3.8788,4.2151,2.8302,3.1571,3.0285,53.3854
30 Sep 2019,4.1885,5.1636,4.5789,3.8811,4.2168,2.8277,3.1630,3.0288,53.4186
1 Oct 2019,4.1930,5.1507,4.5670,3.8677,4.1892,2.8085,3.1598,3.0235,53.4753
2 Oct 2019,4.1910,5.1248,4.5699,3.8924,4.1914,2.8004,3.1645,3.0238,53.4512
3 Oct 2019,4.1860,5.1534,4.5887,3.9078,4.1889,2.8122,3.1412,3.0278,53.3799
4 Oct 2019,4.1830,5.1568,4.5896,3.9167,4.1956,2.8252,3.1387,3.0327,53.3315
7 Oct 2019,4.1940,5.1569,4.5975,3.9248,4.2176,2.8238,3.1470,3.0334,53.4635
8 Oct 2019,4.1900,5.1415,4.6044,3.9097,4.2225,2.8299,3.1501,3.0365,53.4173
9 Oct 2019,4.1960,5.1359,4.6080,3.9113,4.2230,2.8281,3.1530,3.0382,53.4911
10 Oct 2019,4.1920,5.1260,4.6183,3.9024,4.2254,2.8309,3.1495,3.0410,53.4448
11 Oct 2019,4.1860,5.2321,4.6084,3.8759,4.1910,2.8427,3.1528,3.0450,53.3738
14 Oct 2019,4.1840,5.2622,4.6145,3.8648,4.1991,2.8305,3.1680,3.0551,53.3374
15 Oct 2019,4.1900,5.2991,4.6195,3.8667,4.1955,2.8350,3.1658,3.0571,53.4098
16 Oct 2019,4.1925,5.3408,4.6260,3.8559,4.2034,2.8270,3.1721,3.0546,53.4396
17 Oct 2019,4.1830,5.3538,4.6381,3.8433,4.2112,2.8461,3.1740,3.0604,53.3213
18 Oct 2019,4.1840,5.3969,4.6555,3.8491,4.2344,2.8602,3.1854,3.0634,53.3469
21 Oct 2019,4.1795,5.4237,4.6664,3.8478,4.2444,2.8734,3.1861,3.0705,53.2923
22 Oct 2019,4.1860,5.4167,4.6636,3.8556,4.2347,2.8724,3.1993,3.0730,53.3670
23 Oct 2019,4.1860,5.3794,4.6540,3.8616,4.2308,2.8641,3.1957,3.0705,53.3738
24 Oct 2019,4.1855,5.3930,4.6589,3.8502,4.2256,2.8574,3.1994,3.0703,53.3831
25 Oct 2019,4.1845,5.3712,4.6536,3.8535,4.2221,2.8584,3.2028,3.0698,53.3839
29 Oct 2019,4.1850,5.3685,4.6366,3.8433,4.2010,2.8659,3.2044,3.0702,53.3740
30 Oct 2019,4.1820,5.3852,4.6500,3.8420,4.2145,2.8735,3.1968,3.0696,53.3418
31 Oct 2019,4.1720,5.4019,4.6618,3.8413,4.2248,2.8874,3.1685,3.0670,53.2319
1 Nov 2019,4.1630,5.3940,4.6459,3.8543,4.2217,2.8746,3.1655,3.0651,53.1090
4 Nov 2019,4.1520,5.3677,4.6336,3.8306,4.2033,2.8707,3.1591,3.0588,52.9768
5 Nov 2019,4.1300,5.3207,4.5971,3.7935,4.1705,2.8592,3.1455,3.0430,52.7122
6 Nov 2019,4.1350,5.3304,4.5849,3.7929,4.1646,2.8552,3.1428,3.0438,52.8111
7 Nov 2019,4.1280,5.3115,4.5742,3.7879,4.1563,2.8483,3.1344,3.0404,52.7547
8 Nov 2019,4.1315,5.2962,4.5649,3.7793,4.1481,2.8429,3.1313,3.0390,52.7913
11 Nov 2019,4.1421,5.3035,4.5679,3.8004,4.1562,2.8411,3.1315,3.0423,52.8936
12 Nov 2019,4.1390,5.3066,4.5628,3.7889,4.1619,2.8319,3.1228,3.0411,52.8871
13 Nov 2019,4.1510,5.3274,4.5690,3.8037,4.1874,2.8385,3.1305,3.0473,53.0174
14 Nov 2019,4.1555,5.3361,4.5744,3.8240,4.2068,2.8232,3.1322,3.0486,53.0885
15 Nov 2019,4.1520,5.3465,4.5763,3.8250,4.1973,2.8180,3.1345,3.0487,53.0322
18 Nov 2019,4.1500,5.3763,4.5891,3.8087,4.1953,2.8266,3.1399,3.0501,53.0128
19 Nov 2019,4.1570,5.3854,4.6010,3.8215,4.1960,2.8288,3.1469,3.0544,53.1015
20 Nov 2019,4.1630,5.3669,4.6039,3.8404,4.2025,2.8329,3.1308,3.0563,53.1863
21 Nov 2019,4.1670,5.3917,4.6187,3.8395,4.2065,2.8352,3.1321,3.0599,53.2565
22 Nov 2019,4.1680,5.3821,4.6136,3.8372,4.1927,2.8338,3.1388,3.0600,53.2713
25 Nov 2019,4.1730,5.3740,4.6003,3.8330,4.1839,2.8339,3.1402,3.0585,53.3080
26 Nov 2019,4.1835,5.3858,4.6085,3.8405,4.1915,2.8356,3.1424,3.0624,53.4448
27 Nov 2019,4.1710,5.3593,4.5906,3.8203,4.1794,2.8284,3.1429,3.0521,53.2797
28 Nov 2019,4.1720,5.3969,4.5950,3.8121,4.1766,2.8228,3.1380,3.0535,53.2952
29 Nov 2019,4.1750,5.3878,4.5938,3.8103,4.1775,2.8281,3.1419,3.0546,53.3417
2 Dec 2019,4.1780,5.3946,4.6008,3.8086,4.1776,2.8348,3.1442,3.0523,53.3677
3 Dec 2019,4.1730,5.4195,4.6254,3.8246,4.2152,2.8614,3.1407,3.0583,53.2984
4 Dec 2019,4.1760,5.4505,4.6283,3.8496,4.2331,2.8468,3.1429,3.0600,53.3381
5 Dec 2019,4.1690,5.4751,4.6226,3.8269,4.2145,2.8483,3.1626,3.0612,53.2494
6 Dec 2019,4.1580,5.4611,4.6183,3.8280,4.2123,2.8462,3.1562,3.0571,53.1102
9 Dec 2019,4.1590,5.4737,4.6007,3.8332,4.2006,2.8377,3.1358,3.0565,53.1284
10 Dec 2019,4.1585,5.4722,4.6043,3.8288,4.2133,2.8369,3.1413,3.0577,53.1336
11 Dec 2019,4.1630,5.4693,4.6134,3.8291,4.2264,2.8408,3.1464,3.0606,53.2510
12 Dec 2019,4.1570,5.4897,4.6284,3.8260,4.2341,2.8617,3.1564,3.0641,53.2491
13 Dec 2019,4.1370,5.5444,4.6235,3.7743,4.2111,2.8636,3.1424,3.0581,53.0187
16 Dec 2019,4.1410,5.5336,4.6085,3.7817,4.2058,2.8457,3.1507,3.0536,53.1668
17 Dec 2019,4.1410,5.4669,4.6118,3.7776,4.2079,2.8366,3.1414,3.0536,53.1497
18 Dec 2019,4.1370,5.4186,4.6032,3.7802,4.2145,2.8318,3.1417,3.0507,53.1195
19 Dec 2019,4.1395,5.4223,4.6060,3.7776,4.2227,2.8455,3.1558,3.0539,53.0753
20 Dec 2019,4.1410,5.3978,4.6048,3.7862,4.2234,2.8544,3.1517,3.0541,53.1013
23 Dec 2019,4.1410,5.3932,4.5891,3.7859,4.2208,2.8635,3.1493,3.0532,53.1668
24 Dec 2019,4.1380,5.3513,4.5857,3.7821,4.2108,2.8643,3.1449,3.0518,53.1439
26 Dec 2019,4.1310,5.3666,4.5829,3.7705,4.2119,2.8620,3.1405,3.0492,53.0459
27 Dec 2019,4.1260,5.3906,4.5935,3.7684,4.2167,2.8705,3.1491,3.0482,52.9891
30 Dec 2019,4.1080,5.3774,4.5989,3.7622,4.2185,2.8698,3.1416,3.0436,52.7512
31 Dec 2019,4.0910,5.3735,4.5881,3.7656,4.2245,2.8649,3.1351,3.0392,52.5336
2 Jan 2020,4.0850,5.4008,4.5797,3.7546,4.2153,2.8615,3.1484,3.0331,52.4343
3 Jan 2020,4.1000,5.3694,4.5715,3.7959,4.2172,2.8495,3.1602,3.0377,52.6864
6 Jan 2020,4.1040,5.3779,4.5870,3.8004,4.2296,2.8498,3.1613,3.0389,52.7968
7 Jan 2020,4.0910,5.3944,4.5754,3.7715,4.2210,2.8248,3.1561,3.0346,52.6201
8 Jan 2020,4.1000,5.3972,4.5649,3.7798,4.2225,2.8188,3.1536,3.0361,52.7128
9 Jan 2020,4.0870,5.3487,4.5427,3.7375,4.1957,2.8049,3.1325,3.0247,52.5997
10 Jan 2020,4.0780,5.3275,4.5258,3.7211,4.1843,2.8024,3.1196,3.0205,52.5015
13 Jan 2020,4.0610,5.2797,4.5183,3.7019,4.1737,2.8053,3.1107,3.0151,52.2503
14 Jan 2020,4.0700,5.2788,4.5311,3.7003,4.1980,2.8046,3.1123,3.0193,52.3506
15 Jan 2020,4.0730,5.3014,4.5324,3.7054,4.2150,2.8043,3.1158,3.0220,52.3771
16 Jan 2020,4.0620,5.3005,4.5308,3.6907,4.2168,2.8077,3.1160,3.0174,52.2511
17 Jan 2020,4.0520,5.3049,4.5119,3.6770,4.1977,2.7983,3.1071,3.0106,52.1506
20 Jan 2020,4.0580,5.2644,4.4995,3.6837,4.1878,2.7883,3.1046,3.0106,52.2326
21 Jan 2020,4.0710,5.2968,4.5147,3.7016,4.2047,2.7890,3.1131,3.0156,52.3803
22 Jan 2020,4.0650,5.3056,4.5044,3.6965,4.1812,2.7792,3.1083,3.0118,52.3004
23 Jan 2020,4.0680,5.3392,4.5082,3.7134,4.1981,2.7935,3.0905,3.0144,52.3343
24 Jan 2020,4.0590,5.3311,4.4828,3.7018,4.1832,2.7804,3.0921,3.0053,52.2159
28 Jan 2020,4.0825,5.3097,4.4981,3.7478,4.2096,2.7520,3.0926,3.0038,52.4891
29 Jan 2020,4.0790,5.3092,4.4873,3.7388,4.1866,2.7558,3.0972,3.0008,52.4644
30 Jan 2020,4.0880,5.3103,4.5037,3.7542,4.2097,2.7520,3.0925,2.9995,52.6180
31 Jan 2020,4.0920,5.3757,4.5098,3.7528,4.2142,2.7388,3.0934,3.0018,52.6763
3 Feb 2020,4.1125,5.3940,4.5501,3.7861,4.2586,2.7521,3.1047,3.0056,52.9518
4 Feb 2020,4.1100,5.3368,4.5440,3.7689,4.2424,2.7619,3.0958,2.9987,52.9073
5 Feb 2020,4.1210,5.3758,4.5496,3.7611,4.2485,2.7850,3.1036,2.9832,53.0756
6 Feb 2020,4.1200,5.3494,4.5295,3.7468,4.2261,2.7802,3.1026,2.9762,53.0716
7 Feb 2020,4.1350,5.3437,4.5307,3.7608,4.2362,2.7696,3.1067,2.9767,53.2682
10 Feb 2020,4.1470,5.3455,4.5410,3.7769,4.2425,2.7768,3.1185,2.9862,53.4042
11 Feb 2020,4.1350,5.3346,4.5109,3.7632,4.2306,2.7746,3.1102,2.9795,53.2607
12 Feb 2020,4.1370,5.3632,4.5180,3.7568,4.2383,2.7900,3.1178,2.9859,53.2522
13 Feb 2020,4.1390,5.3646,4.5053,3.7706,4.2364,2.7876,3.1238,2.9822,53.2786
14 Feb 2020,4.1380,5.3955,4.4864,3.7683,4.2199,2.7824,3.1214,2.9766,53.2746
17 Feb 2020,4.1430,5.4029,4.4927,3.7712,4.2202,2.7849,3.1287,2.9806,53.3445
18 Feb 2020,4.1510,5.3863,4.4935,3.7819,4.2314,2.7720,3.1293,2.9795,53.4331
19 Feb 2020,4.1585,5.4027,4.4920,3.7736,4.2287,2.7854,3.1416,2.9896,53.5089
20 Feb 2020,4.1800,5.3918,4.5123,3.7405,4.2514,2.7718,3.1550,2.9849,53.7379
21 Feb 2020,4.1930,5.4140,4.5335,3.7531,4.2720,2.7674,3.1636,2.9935,53.8351
24 Feb 2020,4.2230,5.4574,4.5718,3.7905,4.3087,2.7855,3.1781,3.0126,54.1883
25 Feb 2020,4.2310,5.4901,4.5957,3.8279,4.3262,2.7946,3.1838,3.0262,54.3167
26 Feb 2020,4.2230,5.4777,4.5997,3.8304,4.3357,2.7762,3.1759,3.0218,54.1917
27 Feb 2020,4.2040,5.4358,4.6017,3.8194,4.3255,2.7641,3.1554,3.0153,53.9299
28 Feb 2020,4.2140,5.4264,4.6489,3.8767,4.3718,2.7543,3.1338,3.0212,54.0631
2 Mar 2020,4.1980,5.3646,4.6531,3.8860,4.3557,2.7522,3.1509,3.0228,53.9755
3 Mar 2020,4.2010,5.3634,4.6665,3.8866,4.3801,2.7517,3.1426,3.0138,53.9863
4 Mar 2020,4.1780,5.3432,4.6635,3.8890,4.3730,2.7604,3.1277,3.0164,53.7778
5 Mar 2020,4.1600,5.3622,4.6326,3.8788,4.3528,2.7548,3.1033,2.9991,53.5275
6 Mar 2020,4.1730,5.4124,4.7034,3.9450,4.4346,2.7692,3.1167,3.0215,53.6955
9 Mar 2020,4.2110,5.5337,4.8022,4.1095,4.5397,2.7755,3.0934,3.0431,54.2040
10 Mar 2020,4.2300,5.5235,4.8053,4.0478,4.5367,2.7795,3.0948,3.0456,54.4437
11 Mar 2020,4.2270,5.4651,4.7816,4.0150,4.5117,2.7564,3.0861,3.0399,54.4106
12 Mar 2020,4.2600,5.4409,4.7993,4.1048,4.5489,2.7413,3.0941,3.0396,54.8086
13 Mar 2020,4.2850,5.3957,4.8013,4.0482,4.5406,2.6948,3.0979,3.0414,55.1686
16 Mar 2020,4.3050,5.3210,4.8319,4.0594,4.5788,2.6588,3.1016,3.0289,55.4197
17 Mar 2020,4.3450,5.3031,4.8277,4.0668,4.5617,2.6352,3.0923,3.0500,55.9483
18 Mar 2020,4.3670,5.2474,4.7906,4.0597,4.5409,2.5896,3.0553,3.0419,56.2301
19 Mar 2020,4.4070,5.0848,4.7759,4.0457,4.5265,2.5173,3.0414,3.0425,56.7729
20 Mar 2020,4.3760,5.1926,4.7204,3.9811,4.4744,2.6015,3.0893,3.0303,56.4157
23 Mar 2020,4.4400,5.1619,4.7539,4.0290,4.5040,2.5570,3.0722,3.0474,57.2526
24 Mar 2020,4.4270,5.1637,4.7913,3.9980,4.5308,2.6292,3.0703,3.0525,57.0828
25 Mar 2020,4.3910,5.2350,4.7568,3.9445,4.4797,2.6609,3.0693,3.0375,56.6186
26 Mar 2020,4.3220,5.1518,4.7261,3.9252,4.4397,2.5729,3.0432,3.0045,55.7476
27 Mar 2020,4.3400,5.2770,4.7783,3.9842,4.5021,2.6313,3.0846,3.0233,55.9884
30 Mar 2020,4.3300,5.3631,4.8015,4.0219,4.5317,2.6629,3.0762,3.0371,55.8414
31 Mar 2020,4.3080,5.3031,4.7289,3.9694,4.4652,2.6464,3.0353,3.0215,55.5634
1 Apr 2020,4.3450,5.3748,4.7599,4.0426,4.5031,2.6383,3.0609,3.0298,56.0472
2 Apr 2020,4.3550,5.4102,4.7544,4.0580,4.4999,2.6552,3.0825,3.0446,56.1769
3 Apr 2020,4.3520,5.3530,4.6989,4.0196,4.4540,2.6186,3.0741,3.0330,56.1223
6 Apr 2020,4.3640,5.3721,4.7083,3.9960,4.4608,2.6441,3.0889,3.0407,56.2835
7 Apr 2020,4.3400,5.3499,4.7163,3.9857,4.4604,2.6765,3.0914,3.0431,55.9769
8 Apr 2020,4.3450,5.3465,4.7152,3.9899,4.4683,2.6661,3.0958,3.0406,56.0508
9 Apr 2020,4.3340,5.3755,4.7106,3.9794,4.4630,2.6970,3.0854,3.0429,55.8981
10 Apr 2020,4.3050,5.3688,4.7105,3.9714,4.4570,2.7332,3.0856,3.0437,55.5247
13 Apr 2020,4.3200,5.4052,4.7213,4.0011,4.4702,2.7406,3.0930,3.0517,55.7225
14 Apr 2020,4.3270,5.4347,4.7264,4.0225,4.4825,2.7667,3.1127,3.0543,55.8222
15 Apr 2020,4.3360,5.4256,4.7392,4.0346,4.4965,2.7447,3.0956,3.0439,55.9412
16 Apr 2020,4.3680,5.4530,4.7550,4.0550,4.5203,2.7545,3.0985,3.0616,56.3540
17 Apr 2020,4.3650,5.4292,4.7269,4.0492,4.4944,2.7600,3.0966,3.0636,56.3139
20 Apr 2020,4.3700,5.4459,4.7532,4.0568,4.5191,2.7885,3.1072,3.0742,56.3842
21 Apr 2020,4.3880,5.4380,4.7548,4.0864,4.5232,2.7636,3.0875,3.0726,56.6179
22 Apr 2020,4.3700,5.3908,4.7449,4.0613,4.5079,2.7706,3.0877,3.0628,56.3849
23 Apr 2020,4.3515,5.3737,4.6979,4.0423,4.4677,2.7562,3.0746,3.0552,56.1361
24 Apr 2020,4.3600,5.3689,4.6887,4.0479,4.4599,2.7717,3.0924,3.0599,56.2494
27 Apr 2020,4.3530,5.4116,4.7221,4.0603,4.4775,2.8090,3.0995,3.0672,56.1663
28 Apr 2020,4.3640,5.4402,4.7341,4.0762,4.4676,2.8287,3.1140,3.0789,56.3031
29 Apr 2020,4.3400,5.3994,4.7150,4.0740,4.4646,2.8323,3.1142,3.0687,55.9921
30 Apr 2020,4.3000,5.3630,4.6801,4.0307,4.4293,2.8135,3.0987,3.0503,55.4738
4 May 2020,4.3100,5.3578,4.7164,4.0367,4.4714,2.7640,3.0561,3.0434,55.5900
5 May 2020,4.3050,5.3511,4.6683,4.0309,4.4354,2.7651,3.0554,3.0379,55.5183
6 May 2020,4.3150,5.3389,4.6602,4.0562,4.4265,2.7724,3.0705,3.0404,55.6631
8 May 2020,4.3310,5.3674,4.6918,4.0716,4.4562,2.8225,3.1042,3.0645,55.8716
12 May 2020,4.3300,5.3346,4.6846,4.0253,4.4552,2.8084,3.0895,3.0538,55.8659
13 May 2020,4.3230,5.3061,4.6866,4.0375,4.4544,2.8004,3.0773,3.0489,55.7749
14 May 2020,4.3340,5.2875,4.6842,4.0562,4.4547,2.7885,3.0731,3.0476,55.9154
15 May 2020,4.3440,5.3010,4.6954,4.0564,4.4627,2.8058,3.0920,3.0521,56.0415
18 May 2020,4.3660,5.2846,4.7188,4.0686,4.4885,2.8126,3.1022,3.0596,56.3239
19 May 2020,4.3400,5.3156,4.7527,4.0376,4.4673,2.8449,3.1169,3.0645,55.9949
20 May 2020,4.3520,5.3286,4.7615,4.0431,4.4973,2.8471,3.1244,3.0704,56.1527
21 May 2020,4.3420,5.3072,4.7640,4.0282,4.4920,2.8536,3.1204,3.0692,56.0229
22 May 2020,4.3610,5.3100,4.7531,4.0549,4.4857,2.8429,3.1086,3.0625,56.2180
27 May 2020,4.3480,5.3485,4.7637,4.0405,4.4765,2.8901,3.1590,3.0663,56.0822
28 May 2020,4.3540,5.3345,4.7881,4.0378,4.4887,2.8754,3.1580,3.0660,56.1488
29 May 2020,4.3420,5.3372,4.8257,4.0489,4.5140,2.8857,3.1519,3.0740,56.0056
1 Jun 2020,4.3100,5.3461,4.8005,4.0123,4.4961,2.9032,3.1425,3.0624,55.5986
2 Jun 2020,4.2770,5.3681,4.7766,3.9679,4.4626,2.9263,3.1665,3.0513,55.1821
3 Jun 2020,4.2640,5.3594,4.7799,3.9191,4.4278,2.9366,3.1529,3.0483,55.0158
4 Jun 2020,4.2720,5.3468,4.7872,3.9164,4.4454,2.9460,3.1659,3.0469,55.1197
5 Jun 2020,4.2660,5.3901,4.8338,3.9044,4.4530,2.9755,3.1645,3.0603,55.0437
9 Jun 2020,4.2720,5.3994,4.8103,3.9592,4.4714,2.9537,3.1706,3.0661,55.1212
10 Jun 2020,4.2490,5.4230,4.8303,3.9588,4.4911,2.9726,3.1730,3.0681,54.8244
11 Jun 2020,4.2450,5.3895,4.8338,3.9732,4.5126,2.9469,3.1510,3.0595,54.7664
12 Jun 2020,4.2580,5.3783,4.8213,3.9683,4.4996,2.9367,3.1413,3.0642,54.9405
15 Jun 2020,4.2750,5.3609,4.8158,3.9830,4.4957,2.9156,3.1330,3.0650,55.1592
16 Jun 2020,4.2700,5.3990,4.8400,3.9732,4.5018,2.9565,3.1469,3.0711,55.0939
17 Jun 2020,4.2780,5.3715,4.8153,3.9818,4.4989,2.9514,3.1616,3.0700,55.1986
18 Jun 2020,4.2720,5.3460,4.8051,3.9907,4.4973,2.9455,3.1563,3.0690,55.1219
19 Jun 2020,4.2740,5.3045,4.7929,3.9963,4.4956,2.9337,3.1457,3.0658,55.1448
22 Jun 2020,4.2750,5.3117,4.7974,3.9987,4.5009,2.9429,3.1510,3.0641,55.1592
23 Jun 2020,4.2730,5.3336,4.8238,3.9912,4.5227,2.9569,3.1572,3.0688,55.1348
24 Jun 2020,4.2730,5.3404,4.8293,4.0107,4.5217,2.9556,3.1505,3.0768,55.1348
25 Jun 2020,4.2750,5.3190,4.7995,3.9871,4.5043,2.9416,3.1367,3.0707,55.1570
26 Jun 2020,4.2850,5.3160,4.8151,4.0092,4.5239,2.9507,3.1387,3.0810,55.2875
29 Jun 2020,4.2820,5.2793,4.8190,3.9940,4.5221,2.9434,3.1342,3.0757,55.2488
30 Jun 2020,4.2800,5.2520,4.8009,3.9740,4.4953,2.9309,3.1271,3.0655,55.2244
1 Jul 2020,4.2840,5.3053,4.8105,3.9836,4.5238,2.9611,3.1605,3.0745,55.2724
2 Jul 2020,4.2830,5.3627,4.8381,3.9883,4.5409,2.9685,3.1523,3.0769,55.2617
3 Jul 2020,4.2840,5.3379,4.8118,3.9859,4.5257,2.9705,3.1584,3.0718,55.2753
6 Jul 2020,4.2800,5.3453,4.8317,3.9777,4.5416,2.9797,3.1605,3.0721,55.2237
7 Jul 2020,4.2750,5.3301,4.8154,3.9697,4.5252,2.9592,3.1469,3.0612,55.1606
8 Jul 2020,4.2720,5.3515,4.8175,3.9710,4.5355,2.9643,3.1398,3.0597,55.1212
9 Jul 2020,4.2590,5.3825,4.8246,3.9692,4.5376,2.9745,3.1550,3.0587,54.9534
10 Jul 2020,4.2650,5.3722,4.8131,3.9946,4.5276,2.9603,3.1326,3.0613,55.0301
13 Jul 2020,4.2630,5.3744,4.8202,3.9815,4.5255,2.9683,3.1417,3.0649,55.0015
14 Jul 2020,4.2690,5.3473,4.8449,3.9771,4.5429,2.9635,3.1323,3.0620,55.0782
15 Jul 2020,4.2610,5.3706,4.8725,3.9848,4.5383,2.9831,3.1377,3.0686,54.9679
16 Jul 2020,4.2680,5.3516,4.8617,3.9865,4.5159,2.9803,3.1554,3.0632,55.0468
17 Jul 2020,4.2660,5.3589,4.8696,3.9813,4.5239,2.9828,3.1432,3.0688,55.0196
20 Jul 2020,4.2600,5.3621,4.8807,3.9731,4.5338,2.9790,3.1388,3.0634,54.9422
21 Jul 2020,4.2600,5.4072,4.8743,3.9698,4.5377,3.0042,3.1565,3.0641,54.9557
22 Jul 2020,4.2550,5.3843,4.9018,3.9744,4.5537,3.0308,3.1577,3.0695,54.8926
23 Jul 2020,4.2500,5.4051,4.9249,3.9668,4.5788,3.0383,3.1759,3.0713,54.8239
24 Jul 2020,4.2610,5.4230,4.9423,4.0032,4.6025,3.0168,3.1716,3.0752,54.9686
27 Jul 2020,4.2500,5.4566,4.9704,4.0273,4.6166,3.0269,3.1733,3.0779,54.8302
28 Jul 2020,4.2500,5.4736,4.9810,4.0315,4.6186,3.0354,3.1776,3.0786,54.8345
29 Jul 2020,4.2400,5.4976,4.9820,4.0412,4.6313,3.0447,3.1760,3.0839,54.7090
30 Jul 2020,4.2400,5.5056,4.9778,4.0343,4.6349,3.0244,3.1592,3.0814,54.7076
3 Aug 2020,4.2220,5.5308,4.9722,3.9977,4.6026,3.0078,3.1465,3.0708,54.4753
4 Aug 2020,4.2200,5.5143,4.9762,3.9823,4.6070,3.0139,3.1568,3.0684,54.4495
5 Aug 2020,4.1950,5.4954,4.9665,3.9688,4.6084,3.0204,3.1603,3.0614,54.1255
6 Aug 2020,4.1880,5.5110,4.9590,3.9625,4.6098,3.0082,3.1517,3.0543,54.0373
7 Aug 2020,4.1880,5.4875,4.9548,3.9655,4.5861,3.0212,3.1361,3.0545,54.0380
10 Aug 2020,4.1950,5.4858,4.9379,3.9594,4.5812,3.0036,3.1353,3.0545,54.1276
11 Aug 2020,4.1950,5.4900,4.9384,3.9527,4.5872,3.0082,3.1525,3.0558,54.1269
12 Aug 2020,4.1900,5.4688,4.9216,3.9229,4.5737,2.9845,3.1480,3.0497,54.0568
13 Aug 2020,4.1890,5.4813,4.9585,3.9238,4.6063,3.0027,3.1665,3.0550,54.0474
14 Aug 2020,4.1900,5.4797,4.9501,3.9258,4.6029,2.9938,3.1630,3.0533,54.0610
17 Aug 2020,4.1900,5.4851,4.9597,3.9343,4.6140,3.0084,3.1656,3.0577,54.0603
18 Aug 2020,4.1800,5.5055,4.9796,3.9595,4.6183,3.0246,3.1756,3.0625,53.9341
19 Aug 2020,4.1730,5.5255,4.9826,3.9592,4.6233,3.0329,3.1741,3.0596,53.8438
21 Aug 2020,4.1760,5.5115,4.9323,3.9572,4.5855,2.9984,3.1639,3.0511,53.8818
24 Aug 2020,4.1730,5.4675,4.9333,3.9424,4.5842,2.9958,3.1705,3.0469,53.8431
25 Aug 2020,4.1680,5.4626,4.9274,3.9191,4.5822,2.9843,3.1518,3.0430,53.7779
26 Aug 2020,4.1680,5.4834,4.9241,3.9232,4.5782,3.0026,3.1624,3.0475,53.7786
27 Aug 2020,4.1715,5.5114,4.9361,3.9328,4.5947,3.0256,3.1722,3.0549,53.8251
28 Aug 2020,4.1700,5.5382,4.9652,3.9384,4.6159,3.0504,3.1890,3.0644,53.8044
1 Sep 2020,4.1400,5.5559,4.9568,3.9149,4.5857,3.0574,3.1846,3.0488,53.4173
2 Sep 2020,4.1430,5.5268,4.9115,3.9004,4.5368,3.0410,3.1694,3.0414,53.4560
3 Sep 2020,4.1410,5.5142,4.8992,3.8967,4.5436,3.0296,3.1669,3.0370,53.4302
4 Sep 2020,4.1470,5.5192,4.9175,3.9042,4.5576,3.0223,3.1669,3.0403,53.5076
7 Sep 2020,4.1510,5.4752,4.9110,3.9083,4.5446,3.0223,3.1665,3.0386,53.5558
8 Sep 2020,4.1640,5.4565,4.9160,3.9168,4.5364,3.0268,3.1682,3.0425,53.7235
9 Sep 2020,4.1680,5.3930,4.9020,3.9317,4.5403,3.0118,3.1490,3.0406,53.7744
10 Sep 2020,4.1620,5.4164,4.9241,3.9235,4.5797,3.0258,3.1624,3.0411,53.6977
11 Sep 2020,4.1520,5.3075,4.9226,3.9078,4.5687,3.0276,3.1512,3.0384,53.5687
14 Sep 2020,4.1400,5.3178,4.9076,3.9053,4.5590,3.0106,3.1421,3.0296,53.4180
